reference	verse	book
Mark 11:5	Some people [who were standing at that place] said to those followers/disciples _dual, ["What are you(followers) _dual doing?] Why are you(followers) _dual untying that young horse/donkey? "	Mark
Genesis 40:9	So the man [who made wine for the king] told Joseph about the man's dream. That man said, ["[While I(man) was dreaming] I(man) saw a vine].	Genesis
Matthew 19:16	(title) Jesus answers a rich man's question. _paragraph [While (implicit-situational) Jesus and Jesus's disciples were traveling,] a man came to Jesus. (literal) And that man asked Jesus, ["Master/teacher, which good-B thing-B should I(man) do [so that I(man) will have eternal life]?"] (dynamic) And that man asked Jesus, ["Master/teacher, which good-B thing-B should I(man) do [so that I(man) will live forever with God _implicit]?"]	Matthew
Matthew 26:55	_paragraph (norhetorical) At that time Jesus asked the people [who (implicit-situational) were take-away/arrest Jesus], ["Am I(Jesus) a person [who breaks-C laws]?] (statement) At that time Jesus said to the people [who (implicit-situational) were take-away/arrest Jesus], ["I(Jesus) am not a person [who breaks-C laws]]. (rhetorical) Then-D why do you(crowd) come with swords and short heavy sticks [in order to take-away/arrest me(Jesus)]? (statement) So you(crowd) should not come with swords and short heavy sticks [in order to take-away/arrest me(Jesus)]. I(Jesus) was with you(crowd) on every day [that I(Jesus) was teaching-B God's message _implicit to people _genericImplicit in the yard/courtyard of the big building [that Jews honor/worship God in] on]. And you(crowd) did not take-away/arrest me(Jesus).	Matthew
Mark 5:14	(paragraph) The people [who cared for the pigs] run-away to the city _implicit of Gerasa. And those people told about the things _implicit [that happened] to the people [who were in the city] and the people [who were outside the city]. And those people came to Jesus _implicit [in-order-to learn about the things [that happened]].	Mark
Joshua 10:7	So Joshua and Joshua's army started walking/marching from Gilgal. All of Joshua's best soldiers went with Joshua.	Joshua
Matthew 10:5	_paragraph Jesus sent these 12 followers/disciples to people _implicit. And Jesus told to these 12 followers/disciples the following instructions. Jesus said, ["You(disciples) (imp) do not go among the people [who are not Jews]]. And you(disciples) (imp) do not enter a town of the Samaritans.	Matthew
1 Samuel 31:8	On the next day the Philistines started take-away all of the valuable things from the dead Israelites. Then the Philistines saw [that Saul and Saul's three sons were dead on the mountain named Gilboa].	1_Samuel
Genesis 41:38	So the king said to the king's officials, ["Are we(king) able [to find find another man [who is like this man [that has God's spirit in this man]]]]? We(king) are not able [to find another man [who is like this man [that has God's spirit in this man]]].  Joseph is the wisest man [that lives in Egypt].  God's spirit is in Joseph. So Joseph should oversee the crops in Egypt."	Genesis
2 Samuel 19:34	But Barzillai said to the king, ["I(Barzillai) will not live for many more years]. So why should I(Barzillai) go with you(David) to Jerusalem?	2_Samuel
Mark 6:46	[After Jesus left the crowd of people,] Jesus went to a mountain [in-order-to pray].	Mark
1 Samuel 29:2	The kings of the Philistines were walking/marching with the kings’ soldiers toward the Israelites. There were groups of 100 soldiers and groups of 1000 soldiers. David and the men [who were with David] were walking/marching at the back of the Philistine army with Achish.	1_Samuel
Genesis 41:53	7 years later the crops stopped growing.	Genesis
Nehemiah 10:30	Those people said, ["We(people) will not let [our(people's) daughters marry men [who are from other countries]]]. And we(people) will not let [women [who are from other countries] marry our(people's) sons].	Nehemiah
Joshua 22:14	And the Israelites also sent 10 leaders with Phinehas.  Each of those leaders was from one tribe of Israel. Each of those men was a leader of a group of families.	Joshua
Genesis 2:11	The name of the first river is Pishon.  This river is in Havilah.  There is gold in Havilah.	Genesis
Esther 8:7	Then King Xerxes said to Queen Esther and to Mordecai, ["I(king) have given all of the things [that Haman owned] to Esther.] And I(king) ordered [my(king's) servants to hang Haman] [because Haman wanted [to kill the Jews]].	Esther
Matthew 13:6	But [after the sun rose,] those plants were burned by the sun _implicitActiveAgent. And those plants died/wither [because those plants did not have long _implicit roots].	Matthew
Joshua 4:23	Your(children's) God named Yahweh caused [the water to stop flowing]. The water did not flow [until the people finished going across the river]. Yahweh caused [the Jordan River to become dry] [just-like Yahweh caused [the Red-Sea to become dry]]. At the Red-Sea Yahweh caused [the ground to become dry [so that we(Israelites) could go across the Red-Sea]].	Joshua
1 Samuel 8:13	The king will also take away your(people's) daughters from you(people). Certain daughters will make perfumes for the king. And other daughters will cook for the king.	1_Samuel
Joshua 6:5	[After you(Israelites) finish walking around the city -iteration 7 times] the priests must loudly play the trumpets. Then (imp) you(Joshua) tell [all of the people to shout loudly]. Then I(Yahweh) will cause [the walls of the city to fall]. Then the Israelites will go into the city."	Joshua
2 Samuel 17:7	Hushai said to Absalom, ["Ahithophel did not advise you(Absalom) well].	2_Samuel
1 Samuel 2:18	(title) Samuel grows up. But Samuel obeyed Yahweh. And Samuel [who was a boy] wore a special robe [that was just like the priests' robes].	1_Samuel
1 Samuel 20:4	Then Jonathan said to David, ["[If you(David) want [me(Jonathan) to help you(David)]] I(Jonathan) will help you(David)]."	1_Samuel
Mark 8:38	For most people of this time/generation do not obey God. And those people much do bad-B actions. [If a person is ashamed of me(Jesus) and my(Jesus's) message among these people,] the Son-of-man _1stas3rd will also be ashamed of that person. The Son-of-man _1stas3rd will be ashamed of that person [(complex) when the Son-of-man _1stas3rd returns with the glory of the Son-of-man's _1stas3rd Father and with the special/holy servants/messengers [who come from God]] [(simple) when the Son-of-man _1stas3rd returns with the great/glorious power of the Son-of-man's _1stas3rd father and with the special/holy servants/messengers [who come from God]]."	Mark
Genesis 30:36	Then Laban sent Laban's sons and those animals to a different place.  The sons of Laban walked to that place for 3 days. And Laban told [Jacob to care for the animals [that were still near the house of Laban]].	Genesis
1 Samuel 7:10	[While Samuel was burning the lamb/offering], the Philistines arrived. The Philistines were ready [to attack the Israelites]. But Yahweh caused [there to be very loud thunder]. Then the Philistines became very afraid. So the Israelites defeated the Philistines.	1_Samuel
1 Samuel 25:1	(title) Nabal insults David.  Then Samuel died. So the Israelites gathered.  And all of the Israelites were very sad/mourned.  Then the Israelites buried Samuel near Samuel's house [which was in Ramah]. Then David went into the desert named Paran.	1_Samuel
Matthew 1:11	Josiah (literal) became the father of Jeconiah and of Jeconiah’s brothers. Josiah (dynamic) was the grandfather of Jeconiah and of Jeconiah's brothers. At that time Babylon _implicitNecessary named nation _implicit exiled the Jews _implicitNecessary to Babylon.	Matthew
Matthew 10:37	_paragraph A person [who loves that person’s father or that person’s mother [more-than that person loves me(Jesus)]] does not deserve [to be with me(Jesus)]. A person [who loves that person’s son or that person’s daughter [more-than that person loves me(Jesus)]] does not deserve [to be with me(Jesus)].	Matthew
Matthew 27:10	And those people used those coins [in order to buy the field of the person [who makes pots with clay]]. That action was the action [that the Lord-A commanded [me(Jeremiah) to tell-C to people _implicitDifferentNounIndex]]." (footnote) You(people) (imp) see Zechariah 11:12-13 and Jeremiah 19:1-13 and 32:6-9.	Matthew
Matthew 8:11	(literal) I(Jesus) tell you(people) [ many people will come from the eastern regions and the western regions ]. (dynamic) I(Jesus) tell you(people) [ many people [(implicit-situational) who are not Jews] will come from all of the places of the world ]. (complex) And those people will lie-down with Abraham, Isaac, and Jacob at the meal/feast _implicitNecessary [that will be in the kingdom-B of heaven]. (simple) And those people will eat food _implicit with Abraham, Isaac, and Jacob at the meal/feast _implicitNecessary [that God will prepare for God's people].	Matthew
Matthew 10:31	So you(followers) (imp) do not be afraid. For _implicit you(followers) are much more valuable than many birds/sparrows.	Matthew
Genesis 24:51	You(servant) (imp) take Rebekah to Isaac. Rebekah may marry the son of the master of you(servant). We(Laban) will obey Yahweh."	Genesis
1 Samuel 28:17	Yahweh previously told you(Saul) [that Yahweh will leave you(Saul)]. So Yahweh left you(Saul). Yahweh told you(Saul) those things through me(Samuel). Yahweh took the kingdom from you(Saul). And Yahweh gave the kingdom to David.	1_Samuel
Genesis 31:42	But the God of my(Jacob's) father, of Abraham, and of Isaac was with me(Jacob). [If God had not been with me(Jacob)] you(Laban) would have forced [me(Jacob) to leave with no things]. But God saw [that you(Laban) treated me(Jacob) badly].  And God saw [that I(Jacob) worked hard]. So yesterday God rebuke you(Laban)."	Genesis
Nehemiah 7:40	1052 priests [that were from Immer] returned.	Nehemiah
Mark 5:2	[When Jesus and Jesus's disciples _implicit left the boat,] immediately a man [who was controlled by an unclean-B spirit] come-out from the holes/caves [where people put dead bodies ] to Jesus.	Mark
1 Samuel 25:39	[When David heard [that Nabal was dead]], David said, ["I(David) praise Yahweh]. Nabal treated me(David) badly.  But Yahweh helped me(David). Yahweh prevented [me(David) from killing Nabal].  Then Yahweh killed Nabal [because Nabal was rude]. Nabal should have been kind to me(David)." Then David sent a servant to Abigail.  David wanted [to ask [Abigail to marry David]].	1_Samuel
Mark 9:46	(footnote) Most manuscripts of this part of the Scriptures do not include verse 46. But some manuscripts of this part of the Scriptures include verse 46. Verse 46 says, ["Hell is the place [where the worms [that eat people] never die] [and where the fire always burns]"]. You(people) (imp) see verse 48.	Mark
2 Samuel 22:16	Yahweh scolded/rebuked the enemies.   Wind blew from Yahweh's nose.   Valleys appeared in the ocean.And people were able [to see the floor of the earth].	2_Samuel
Genesis 33:7	Then Leah and the children of Leah also came to Esau. and Leah and Leah's children  bowed to Esau. Then Joseph and Rachel came to Esau. and Joseph and Rachel bowed to Esau.	Genesis
Matthew 26:31	(title) Jesus says/predicts [Peter will tell people [Peter does not know Jesus]]. _paragraph Then Jesus said to Jesus's followers/disciples, ["On this night all of you(disciples) will leave/abandon me(Jesus) because of the thing-B [that will happen to me(Jesus)]]. For the Scripture says, ["I(God) will kill the person [who cares for sheep]]. And the sheep _frameInferable will run-away." (footnote) You(people) (imp) see Zechariah 13:7.	Matthew
Acts 19:31	And some government officials [who ruled the people [who live in that region]] were Paul's friends. Those officials also sent a message to Paul [in order to beg Paul [not to go into the stadium/theater].]	Acts
2 Samuel 15:10	Then Absalom secretly sent messengers to all of the tribes [that were in Israel]. Those messengers said to the people, ["[When you(people) hear trumpets], (imp) you(people) say, ["Absalom is the king in Hebron].""]	2_Samuel
Joshua 15:2	The southern border of Judah's land was at the southern end of the sea-Dead.	Joshua
1 Samuel 17:11	[When Saul and the Israelites heard Goliath’s words] Saul and the Israelites became very afraid.	1_Samuel
Mark 12:41	(title) Jesus talks about people [who give gifts to God]. (paragraph) Then Jesus sit-down near the box [where people _generic put money [that was for the temple] in]. And Jesus watched [people putting those people's money into that box]. Many rich people were putting much money into that box _implicit.	Mark
Mark 2:12	Then that man get-up. And immediately that man pick-up that man's bed/mat. And that man left the house _implicit in-front-of all the people [who were (implicit-situational) at that place]. Then those people were surprised/amazed. And those people praised God. Those people said, ["We(people) never saw a thing [that is like this thing [that has happened (implicit-situational)]]!"]	Mark
2 Samuel 17:23	Ahithophel became very upset [because the Israelites did not listen to Ahithophel]. So Ahithophel rode Ahithophel's donkey to the city [that Ahithophel was born in]. Ahithophel ordered [Ahithophel's servants to do certain things for Ahithophel's family]. Then Ahithophel hung Ahithophel. [After Ahithophel died] Ahithophel's family buried Ahithophel's body in Ahithophel's father's tomb.	2_Samuel
1 Samuel 11:14	Then Samuel said to the people, ["Let us(people) go to Gilgal]. At Gilgal we(Israelites) will again promise [to obey the king]."	1_Samuel
Joshua 14:4	Joseph's descendants became two tribes. One tribe's name was Manasseh. And the other tribe's name was Ephraim. Moses did not give land to the tribe named Levi. But Moses gave towns and fields to the families [that were in the tribe named Levi].  So the people [who were in the tribe named Levi] lived in those towns.  And the sheep and cows [that those people owned] ate the grass [that was in those fields].	Joshua
1 Samuel 26:12	So David took the spear and the jar [that were near Saul’s head]. Then David and Abishai left.  Yahweh caused [Saul’s soldiers to sleep deeply]. So Saul’s soldiers did not see David.  And Saul’s soldiers did not wake-up.	1_Samuel
Genesis 4:18	Later Enoch had a son named Irad.  Then Irad had a son named Mehujael.  Mehujael had a son named Methushael.  And Methushael had a son named Lamech.	Genesis
Genesis 38:22	So Hirah returned to Judah. and Hirah said to Judah, ["I(Hirah) was not able [to find the woman [that you(Judah) sexed]]]. and the people [who live in that town] said, ["There is not a prostitute in this town."]	Genesis
2 Samuel 1:16	[Before that soldier killed that Amalekite] David said to that Amalekite, ["You(man) admitted [that you(man) killed Yahweh's king]]. You(man) said, ["I(man) killed the king [that Yahweh chose/anointed"]]."	2_Samuel
1 Samuel 25:30	Yahweh keeps Yahweh's promises. And Yahweh promised [to do many good things for you(David)]. Yahweh will cause [you(David) to become the leader/ruler of Israel].	1_Samuel
1 Samuel 4:17	Then that man said, ["The Israelites ran from the Philistines]. The Philistines killed many of our(Israelites') soldiers. And the Philistines also killed your(Eli's) two sons. And the Philistines took/captured the Ark-of-the-Covenant."	1_Samuel
Nehemiah 3:31	A man named Malkijah repaired the next part of the wall. Malkijah made things with gold. That part of the wall led to a house [that the servants of the temple and the people [that sold things] lived in]. That house was near the gate-Inspection. And that part of the wall led to the room [that was on the corner of the wall].	Nehemiah
1 Samuel 17:38	Then Saul put Saul's clothes on David. And Saul put Saul's armor on David. And Saul put Saul's bronze helmet on David.	1_Samuel
2 Samuel 14:18	Then King David said to that woman, ["I(David) will ask you(woman) one question]. You(woman) (imp) do not lie to me(David)."The woman said, ["My(woman) master, (imp) you(David) please ask me(woman) the question]."	2_Samuel
2 Samuel 16:12	Perhaps Yahweh will see[that I(David) am very sad]. Then Yahweh might stop cursing me(David). And Yahweh might cause [good things to happen to me(David)]."	2_Samuel
Mark 9:27	But Jesus held the boy's hand. And Jesus helped the boy [the boy to stand-up]. So the boy stand-up-B. (implicit-situational) The boy was healed by Jesus!	Mark
Mark 6:28	And that soldier brought John's head to the king _implicit on a plate/platter. Then that soldier gave John's head to the girl. And the girl gave John's head to the girl's mother.	Mark
2 Samuel 19:41	But the men [who were from Israel] came to the king. And those men said to the king, ["Why did the men [who are from Judah] take-away the king from us(men)]? Those men brought you(David) and your(David's) family across the river without us(men)."	2_Samuel
Joshua 23:10	One of you(Israelites) defeats 1000 enemies [because your(Israelites') God named Yahweh fights for you(Israelites)]. Yahweh promised [to fight your(Israelites) enemies]. And Yahweh kept that promise.	Joshua
1 Samuel 26:16	But you(Abner) did not protect Saul. You(Abner) and your(Abner's) soldiers should die [because you(Abner) did not guard your(Abner's) master]. God chose Saul [to be the king]. Where are the king’s spear and jar [that were near Saul's head]?"	1_Samuel
Daniel 1:1	A man named Nebuchadnezzar was the king of Babylon. Another man named Jehoiakim was the king of Judah. [When Jehoiakim had been the king of Judah for about three years] Nebuchadnezzar and Nebuchadnezzar's army went to Jerusalem. Then Nebuchadnezzar and Nebuchadnezzar's army attacked Jerusalem. Nebuchadnezzar and Nebuchadnezzar's army defeated Jehoiakim and Jehoiakim's army.	Daniel
Genesis 10:8	Cush also had a son named Nimrod. Nimrod became a very powerful man.	Genesis
1 Samuel 22:21	Abiathar told David [that Saul killed Yahweh’s priests].	1_Samuel
2 Samuel 12:10	Therefore your(David's) enemies will kill many of  your(David’s) descendants with swords.  Your(David's) descendants will die [because you(David) did not respect me(Yahweh)][and  because you(David)  took Uriah's wife]."	2_Samuel
Genesis 28:8	Then Esau realized [that the father of Esau named Isaac did not want [the sons of Isaac to marry women [who were from Canaan]]].	Genesis
Genesis 7:6	Noah was 600 years old [when God caused [water to cover the earth]].	Genesis
2 Samuel 8:4	David captured 1000 of Hadadezer's chariots.  And David captured 7000 soldiers [that rode those chariots].  David also captured 20000 other soldiers. David kept 100 of Hadadezer's  horses.  But David cut the hamstring muscles/hamstrung of all the other horses.	2_Samuel
Genesis 7:24	The water covered the earth for 150 days.	Genesis
Daniel 4:11	And the tree grew taller. The tree also became stronger. The tree grew very tall. All the people [who live on the earth] were able [to see this tree].	Daniel
1 Samuel 23:6	(Abiathar [who was the son of Ahimelek] ran/fled to David [who was at Keilah].  And Abiathar brought the special clothes [that priests wore] to David. David and Ahimelek (implicit-info) previously used those special clothes [when David and Ahimelek talked to Yahweh at Nob].)	1_Samuel
Titus 3:10	Some people cause [people not to be united to each-other(people)]. [If a person does this thing] you(Titus) (imp) warn that person. And [if that person continues doing that thing] warn that  person again. But [if that person still continues to do that thing] you(Titus) avoid that person.	Titus
Nehemiah 5:10	I(Nehemiah), my(Nehemiah's) brothers, and my(Nehemiah's) men are also loaning money and grain to those people. But we(Nehemiah) must stop taking extra money and extra grain from those people!	Nehemiah
Matthew 6:14	(paragraph) For [if you(people) forgive other _implicit people's sins [ (implicit-situational) when those people sin against you(people)],] then-D your(people's) Father [who is in heaven] will also forgive you(people) [ (implicit-situational) when you(people) sin against your(people's) Father].	Matthew
Daniel 4:20	You(Nebuchadnezzar) saw a tree [that grew]. And the tree became strong. The tree grew very tall. All the people [who live on the earth] were able [to see this tree].	Daniel
Genesis 8:11	In the evening the dove returned to the boat.  The dove was carrying a green leaf [that was from an olive tree].  So Noah knew [that the ground was almost dry].	Genesis
Mark 9:10	Those 3 _implicit followers/disciples did not tell-C other people about those things [(implicit-situational) that happened on the mountain]. But _implicit those followers/disciples talked to each-other(followers) about the meaning of Jesus's words [when Jesus said [the Son-of-man _implicitNecessary will become alive again]].	Mark
Matthew 9:37	Then Jesus said to Jesus's followers/disciples, ["There is much grain [that should be gathered/harvest by people _implicitActiveAgent]]. But there are few people [who do the work of the master-A _implicit]." (footnote) Jesus is saying [people are ready [to believe in God] [just-like grain [that is in the field] is ready [to be gathered/harvest by people _implicitActiveAgent]]].	Matthew
Mark 6:45	(title) Jesus walks on the water of the lake. (paragraph) [(implicit-situational) After Jesus gave food to the people,] Jesus immediately made-B [Jesus's followers/disciples go into the boat [so that Jesus's followers/disciples would go across the lake to Bethsaida named the town _implicitType]]. (implicit-situational) But Jesus stayed on the land. And Jesus sent the crowd of people from that place.	Mark
Joshua 19:51	So Eleazar, Joshua, and the leaders of each tribe divided the land among the tribes at Shiloh. Eleazar was the priest. And Joshua was the son of Nun. The leaders used lots [in order to divide the land]. The leaders stood in-front-of Yahweh near the front of the tabernacle. So the leaders finished dividing the land.	Joshua
Matthew 24:10	(literal) In those days many people will stop having faith in me(Jesus) _implicitArgumentOfFaith. (dynamic) In those days many people will stop believing in me(Jesus) _implicit. And those people will give each-other(people) to each-other's(people's) enemies. And those people will hate each-other(people).	Matthew
Acts 3:17	And now, brothers, I(Peter) know [that you(people) did those things [because you(people) did not know the things [you(people) were doing]]]. And your(people's) rulers did not know the things [rulers were doing].	Acts
Daniel 6:13	Then the officials said to the king, ["Daniel [who is one of the people [that came from Judah]] does not do all the things [that you(king) say]]. Daniel does not do all the things [that the law [that you(king) wrote your(king's) name on] says]. Daniel prays to God three times every day."	Daniel
Nehemiah 7:54	The temple servants were also descendants of  Bazluth, Mehida, and Harsha.	Nehemiah
Matthew 4:4	(paragraph) But Jesus said, [" The Scriptures say , ["[If a person has only bread] that person will not truly _implicit live]]. A person also needs all of the words [that come from God's mouth]." (implicit-situational) So I(Jesus) will not do the thing [that you(devil) tell [me(Jesus) to do]]." (footnote) You(people) (imp) see Deuteronomy 8:3 .	Matthew
Genesis 24:38	Abraham said to me(servant), ["You(servant) must go to the relatives of my(Abraham's) father]. You(servant) must find a wife for my(Abraham's) son in that place."	Genesis
Esther 5:7	Then Esther said to the king, ["I(Esther) will tell you(king) about the thing [that I(Esther) want]].	Esther
Esther 8:1	That same day King Xerxes gave all of the things [that Haman owned] to Esther. Haman had been the Jews' enemy. Then Esther told the king [that Mordecai was Esther's cousin]. So the king invited [Mordecai to come to the palace].	Esther
Esther 6:1	That night the king was not able [to sleep]. So the king ordered [a servant to bring a book to the king]. The king told [the servant to read the book [that was about all the things [that the king did]]].	Esther
Matthew 13:54	[When Jesus arrived in the town [that Jesus was from] named Nazareth _implicit,] Jesus began teaching God's message _implicit to the people in those people's synagogue. And those people were surprised/amazed. (rhetorical) Those people asked each-other(people) _implicit, ["Where did this man receive this wisdom _inLDV and this power-B?] (statement) Those people said to each-other(people) _implicit, ["We(people) are surprised-B [that this man received this wisdom _inLDV and this power]].	Matthew
Genesis 23:3	Later Abraham stand-up.  Then Abraham left the place [where the body of Sarah was].  and Abraham went to the place [where the Hittites live] [in-order-to Abraham talk to the Hittites].	Genesis
1 Samuel 18:8	Then Saul became very angry. Saul thought, ["These women say [that David killed 10000 soldiers]]. But these women say [that I(Saul) killed only 1000 soldiers]. Soon these people will want [David to become the king]."	1_Samuel
Genesis 14:13	One man [who escaped from those four kings] came to Abram. This man told Abram [that the four kings captured Lot]. At-that-time Abram was living near some big trees [that were owned by a man named Mamre [who was an Amorite]]. Mamre was a brother of Eshcol and Aner. These brothers had all agreed [to help Abram].	Genesis
Matthew 4:1	(title) Satan tempts Jesus in the desert. (paragraph) Then Jesus was led by God’s _implicit Spirit to the desert [so that Jesus would be tempted by the devil ].	Matthew
Acts 16:16	The people (title) put Paul and Silas in prison. One day [when we(disciples) were going to the place [where people prayed]], a girl [who was a slave] met us(disciples). A bad spirit lived in that girl. And that bad spirit gave that girl power/ability to tell people about things [which will happen in the future].  This girl earned much money [by telling people about these things].	Acts
1 Samuel 3:11	Then Yahweh said to Samuel, ["I(Yahweh) will do a certain thing in Israel]. Each person [who hears about this thing [that I(Yahweh) will do]] will be very surprised.	1_Samuel
Acts 15:24	We(leaders) heard [that some people are telling you [to do certain things]]. And these things cause [you(people) you(Gentiles) to worry]. But we(leaders) did not send those people to you(people).	Acts
2 Samuel 1:12	All of those men were very sad. And those men cried/mourned for all of the people [that were living in Israel]. Those men did not eat food until that evening. Those men cried/mourned[because the Philistines killed Saul, Saul's son named Jonathan, and the soldiers [that were in Yahweh’s army] with swords].	2_Samuel
Genesis 14:7	Then these kings went to another region named En-Mishpat [which some people called Kadesh]. These kings defeated all the Amalekite. and these kings also defeated the Amorite [who lived in the place named Hazazon-Tamar].	Genesis
Genesis 42:21	The brothers said to each-other(brothers), ["God is punishing us(brothers) [because we(brothers) sold our(brother's) brother named Joseph]]. Joseph begged [us(brothers) to save Joseph].  But we(brothers) did not listen to Joseph.  Therefore God is punishing us(brothers) now."	Genesis
Mark 12:34	(paragraph) Jesus knew [that person/scribe spoke wisely]. And Jesus said to that person/scribe, ["(complex) You(person) are not far-away-from the kingdom of God"]. ["(simple) You(person) are almost ready [to let [God lead your(person's) life]]"]. And [after Jesus said that thing-C,] people were afraid-C [people ask Jesus more questions].	Mark
Jonah 1:2	Yahweh said to Jonah, ["You(Jonah) (imp) go to the great city named Nineveh]. You(Jonah) (imp) tell [the people [who are living in Nineveh] to stop doing evil things]. I(Yahweh) know [that the people [who are living in Nineveh] do evil things often]."	Jonah
Matthew 21:19	Jesus saw a tree-fig [that was by-B the road]. So Jesus went to that tree-fig. But Jesus saw [there was not fruit on that tree-fig]. That tree-fig had only leaves. Then Jesus said to that tree-fig, ["I(Jesus) pray-hope [fruit will never grow on you(tree-fig) again]!"] Immediately the tree-fig died/withered.	Matthew
1 Samuel 26:21	Then Saul said, ["I(Saul) sinned]. David, my(Saul's) son, you(David) (imp) return to me(Saul). Today you(David) did not kill me(Saul). So I(Saul) will not try [to hurt you(David)] again. I(Saul) was foolish. And I(Saul) acted badly."	1_Samuel
Ruth 4:15	This child will cause [you(Naomi) to become happy again [just like you(Naomi) were happy [when you(Naomi) were young]]]. And this child will take care of you(Naomi) [when you(Naomi) become old]. Your(Naomi’s) daughter-in-law [who loves you(Naomi)] gave birth to this son. And your(Naomi’s) daughter-in-law is better for you(Naomi) than seven sons."	Ruth
Acts 16:11	A (title) woman named Lydia believed in Jesus. Then we(disciples) got on a boat. And we(disciples) left Troas. We traveled directly to a city named Samothrace. And the next day we(disciples) arrived in a city named Neapolis.	Acts
Genesis 46:11	Levi had sons named Gershon, named Kohath, and named Merari.	Genesis
Esther 3:7	One day Haman ordered [Haman's servants to use lots] [in order to choose a special month]. People called the lots Pur. [When Xerxes had been king for about 12 years] Haman used lots. The lots chose the month named April.	Esther
Daniel 1:9	God had caused [the chief official to like Daniel]. And God caused [the chief official to agree with Daniel].	Daniel
Nehemiah 7:15	648 men [that were from Binnui] returned.	Nehemiah
Genesis 24:56	But the servant said to the mother and the brother, ["you(mother) (imp) do not ask me(servant) [to stay at this place]]. Yahweh helped [me(servant) to find a wife for Isaac]. Therefore you(mother) (imp) allow [me(servant) to return to my(servant's) master today]."	Genesis
Joshua 9:15	So Joshua made a treaty with the Gibeonites.  And Joshua agreed [to let [the Gibeonites live]]. Then the leaders of the Israelites promised the Gibeonites [that the Israelites would keep the treaty].	Joshua
2 Samuel 24:4	But the king commanded [Joab and the officers to count the people]. So Joab and those officers left the king [in order to count the people [that were living in Israel]].	2_Samuel
1 Samuel 20:35	In the morning Jonathan went to the field [that David was hiding in]. Jonathan wanted [to meet David]. A young boy went with Jonathan to that field.	1_Samuel
Matthew 13:36	(title) Jesus explains the story/parable [that was about plants [that people do not want]]. _paragraph Then Jesus left the crowd. And Jesus went into the house _frameInferable. Jesus's followers/disciples came to Jesus. And Jesus's followers/disciples said, ["You(Jesus) (imp) explain to us(followers) the story/parable [that is about the plants [that people do not want] [and that were in a field]]."]	Matthew
Genesis 50:16	So the brothers sent a message to Joseph. The brothers said, ["Your(Joseph's) father spoke to us(brothers) [before your(Joseph's) father died]].	Genesis
1 Samuel 21:1	(title) David visits the priest named Ahimelek. David went to Nob [in-order-to see the priest named Ahimelek]. Ahimelek became afraid [when Ahimelek saw David]. Ahimelek asked David, ["Why did you(David) come to this place alone]? Why did not your(David's) soldiers come with you(David)?"	1_Samuel
Mark 14:32	(title) Jesus prays in Gethsemane. (paragraph) Then Jesus and Jesus's followers/disciples came to a place named Gethsemane [(implicit-situational) which was a garden of tree-olive _plural]. And Jesus said to some _implicit of Jesus's followers/disciples, ["You(followers) (imp) sit-down in this place [while I(Jesus) pray]"].	Mark
Genesis 1:31	God saw all of the things [that God had made]. And those things were very good. God did these things on the sixth day.	Genesis
Genesis 34:27	Then Jacob's other sons came to that city.  Those sons saw [that all of the men were dead].  So those sons stole/plundered all of the things [that were in that city [where Shechem forced Dinah [to sex Shechem]]].	Genesis
Genesis 46:14	Zebulun had sons named Sered, named Elon, and named Jahleel.	Genesis
Mark 1:31	So Jesus went to Simon's mother/mother-in-law. Jesus held that mother's/mother-in-law's hand. And Jesus helped [that mother/mother-in-law to stand-up]. (literal) Then _implicit that mother/mother-in-law stopped having a fever . (dynamic) Then-C _implicit that mother/mother-in-law became healthy. And that mother/mother-in-law started to serve food _implicit to Jesus and Jesus's disciples.	Mark
Joshua 13:21	Moses also gave all of the towns [that were on the plain] to those people. And Moses gave the whole region [that Sihon ruled] to those people. Sihon was the king of the Amorites. Previously Sihon lived in the town named Heshbon. But Moses defeated Sihon and the leaders of the Midianites. The names of the Midianite leaders were Evi, Rekem, Zur, Hur, and Reba. All of those leaders helped [Sihon fight the Israelites]. And those leaders lived in that region.	Joshua
Genesis 32:20	Then Jacob said to these servants, [you(servants) (imp) also say to Esau [your(Esau's) servant named Jacob will arrive at this place tomorrow]]. Jacob thought, ["[If I(Jacob) send these gifts to Esau] Esau might forgive me(Jacob)]. Then Esau might treat me(Jacob) kindly.”	Genesis
Matthew 13:3	Then Jesus started telling those people many things [by telling-D parables]. Jesus said, ["A farmer went from that farmer's house _implicit to that farmer's field _implicit [in-order-to plant seeds]].	Matthew
Genesis 1:3	Then God said, ["Let light be!]"  And light was.	Genesis
1 Samuel 13:11	But Samuel asked Saul, ["What did you(Saul) do?"]  Saul answered, ["I(Saul) saw [the soldiers leaving me(Saul)]]. And you(Samuel) did not come to Gilgal at the time [that we(Saul) talked about].  And the Philistines are preparing [in order to fight us(Israelites) at Mikmash].	1_Samuel
Joshua 19:34	Then the border went to Aznoth-Tabor and Hukkok.  The region [that the tribe named Zebulun owned] was on the southern side of this region. The region [that the tribe named Asher owned] was on the western side of this region. And the Jordan River was on the eastern side of this region.	Joshua
2 Samuel 13:13	[If you(Amnon) do this thing] I(Tamar) will be ashamed. And people will hate you(Amnon) [because you(Amnon) did this foolish thing]. Please (imp) you(Amnon) talk to the king. The king will allow [you(Amnon) to marry me(Tamar)]."	2_Samuel
